observed_on,scientific_name,common_name,taxon_order_name,taxon_family_name
8/1/2023,Camponotus laevissimus,Hairy Smooth Carpenter Ant,Hymenoptera,Formicidae
8/1/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
8/2/2023,Trimerotropis fontana,Fontana Grasshopper,Orthoptera,Acrididae
8/3/2023,Nymphalis antiopa,Mourning Cloak,Lepidoptera,Nymphalidae
8/3/2023,Trichodes ornatus,Ornate Checkered Beetle,Coleoptera,Cleridae
8/3/2023,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
8/3/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
8/3/2023,Vanessa cardui,Painted Lady,Lepidoptera,Nymphalidae
8/3/2023,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
8/3/2023,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
8/4/2023,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
8/4/2023,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
8/4/2023,Hemileuca eglanterina,Western Sheep Moth,Lepidoptera,Saturniidae
8/5/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/5/2023,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
8/5/2023,Holorusia hespera,Giant Western Crane Fly,Diptera,Tipulidae
8/5/2023,Cordulia shurtleffii,American Emerald,Odonata,Corduliidae
8/5/2023,Leucorrhinia glacialis,Crimson-ringed Whiteface,Odonata,Libellulidae
8/5/2023,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
8/5/2023,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
8/5/2023,Ulochaetes leoninus,Lion Beetle,Coleoptera,Cerambycidae
8/5/2023,Circotettix maculatus,Dancing Grasshopper,Orthoptera,Acrididae
8/5/2023,Bombus vandykei,Van Dyke's Bumble Bee,Hymenoptera,Apidae
8/5/2023,Dendroleon speciosus,,Neuroptera,Myrmeleontidae
8/5/2023,Buprestis intricata,,Coleoptera,Buprestidae
8/6/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/6/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/6/2023,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
8/6/2023,Nymphalis antiopa,Mourning Cloak,Lepidoptera,Nymphalidae
8/6/2023,Anthophora urbana,Urbane Digger Bee,Hymenoptera,Apidae
8/7/2023,Vanessa cardui,Painted Lady,Lepidoptera,Nymphalidae
8/7/2023,Bombus morrisoni,Morrison's Bumble Bee,Hymenoptera,Apidae
8/7/2023,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
8/7/2023,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
8/7/2023,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
8/7/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/7/2023,Cicindela longilabris,Boreal Long-lipped Tiger Beetle,Coleoptera,Carabidae
8/7/2023,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
8/7/2023,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
8/8/2023,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
8/8/2023,Leucorrhinia glacialis,Crimson-ringed Whiteface,Odonata,Libellulidae
8/8/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/8/2023,Papilio eurymedon,Pale Swallowtail,Lepidoptera,Papilionidae
8/8/2023,Argynnis hydaspe,Hydaspe Fritillary,Lepidoptera,Nymphalidae
8/8/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/8/2023,Argynnis hydaspe,Hydaspe Fritillary,Lepidoptera,Nymphalidae
8/8/2023,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
8/8/2023,Vanessa annabella,West Coast Lady,Lepidoptera,Nymphalidae
8/9/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
8/10/2023,Neohermes californicus,,Megaloptera,Corydalidae
8/11/2023,Vanessa virginiensis,American Lady,Lepidoptera,Nymphalidae
8/11/2023,Junonia grisea,Gray Buckeye,Lepidoptera,Nymphalidae
8/11/2023,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
8/11/2023,Boloria epithore,Pacific Fritillary,Lepidoptera,Nymphalidae
8/11/2023,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
8/11/2023,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
8/12/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
8/12/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/13/2023,Tamalia coweni,Manzanita Leafgall Aphid,Hemiptera,Aphididae
8/13/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/13/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/13/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/14/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/14/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/14/2023,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
8/14/2023,Libellula quadrimaculata,Four-spotted Skimmer,Odonata,Libellulidae
8/14/2023,Euura californica,Willow Apple Gall Sawfly,Hymenoptera,Tenthredinidae
8/14/2023,Euura californica,Willow Apple Gall Sawfly,Hymenoptera,Tenthredinidae
8/14/2023,Euura californica,Willow Apple Gall Sawfly,Hymenoptera,Tenthredinidae
8/14/2023,Euura californica,Willow Apple Gall Sawfly,Hymenoptera,Tenthredinidae
8/14/2023,Euura californica,Willow Apple Gall Sawfly,Hymenoptera,Tenthredinidae
8/14/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/16/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/16/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/16/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/17/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/17/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/19/2023,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
8/19/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
8/19/2023,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
8/21/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/21/2023,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
8/21/2023,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
8/21/2023,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
8/22/2023,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
8/22/2023,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
8/23/2023,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
8/23/2023,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
8/23/2023,Strymon melinus,Gray Hairstreak,Lepidoptera,Lycaenidae
8/23/2023,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
8/23/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/23/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/23/2023,Vanessa annabella,West Coast Lady,Lepidoptera,Nymphalidae
8/23/2023,Vanessa cardui,Painted Lady,Lepidoptera,Nymphalidae
8/24/2023,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
8/25/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/25/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/25/2023,Vanessa cardui,Painted Lady,Lepidoptera,Nymphalidae
8/25/2023,Aglais milberti,Milbert's Tortoiseshell,Lepidoptera,Nymphalidae
8/25/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
8/26/2023,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae
8/26/2023,Claassenia sabulosa,Shortwing Stonefly,Plecoptera,Perlidae
8/26/2023,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
8/27/2023,Danaus plexippus,Monarch,Lepidoptera,Nymphalidae
8/27/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/27/2023,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
8/27/2023,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
8/27/2023,Oeneis chryxus,Chryxus Arctic,Lepidoptera,Nymphalidae
8/27/2023,Hemileuca eglanterina,Western Sheep Moth,Lepidoptera,Saturniidae
8/27/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/28/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/28/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/28/2023,Bombus vandykei,Van Dyke's Bumble Bee,Hymenoptera,Apidae
8/28/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
8/29/2023,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
8/30/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
8/30/2023,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
8/30/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
8/30/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/30/2023,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
8/31/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
8/31/2023,Buprestis lyrata,Pink-faced jewel beetle,Coleoptera,Buprestidae
8/31/2023,Lycaena cupreus,Lustrous Copper,Lepidoptera,Lycaenidae
9/1/2023,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
9/1/2023,Largus californicus,California Bordered Plant Bug,Hemiptera,Largidae
9/1/2023,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
9/3/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
9/3/2023,Anax junius,Common Green Darner,Odonata,Aeshnidae
9/4/2023,Bombus sylvicola,Forest Bumble Bee,Hymenoptera,Apidae
9/4/2023,Ochlodes sylvanoides,Woodland Skipper,Lepidoptera,Hesperiidae
9/4/2023,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
9/4/2023,Parnassius behrii,Sierra Nevada Parnassian,Lepidoptera,Papilionidae
9/4/2023,Eupithecia cretaceata,,Lepidoptera,Geometridae
9/5/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
9/6/2023,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
9/6/2023,Plebejus anna,Anna's Blue,Lepidoptera,Lycaenidae
9/7/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/7/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/7/2023,Coelocnemis dilaticollis,California Broad-necked Darkling Beetle,Coleoptera,Tenebrionidae
9/7/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/8/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/9/2023,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
9/10/2023,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
9/10/2023,Andricus vacciniifoliae,Golden Oak Apple Gall Wasp,Hymenoptera,Cynipidae
9/10/2023,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
9/11/2023,Hemileuca eglanterina,Western Sheep Moth,Lepidoptera,Saturniidae
9/11/2023,Aquarius remigis,North American Common Water Strider,Hemiptera,Gerridae
9/11/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/12/2023,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
9/12/2023,Strymon melinus,Gray Hairstreak,Lepidoptera,Lycaenidae
9/12/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/12/2023,Vanessa virginiensis,American Lady,Lepidoptera,Nymphalidae
9/13/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/13/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/14/2023,Chrysochus cobaltinus,Cobalt Milkweed Beetle,Coleoptera,Chrysomelidae
9/14/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/14/2023,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
9/14/2023,Aglais milberti,Milbert's Tortoiseshell,Lepidoptera,Nymphalidae
9/14/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
9/14/2023,Polystoechotes punctata,Giant Lacewing,Neuroptera,Ithonidae
9/15/2023,Colias behrii,Sierra Sulphur,Lepidoptera,Pieridae
9/15/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/15/2023,Buprestis lyrata,Pink-faced jewel beetle,Coleoptera,Buprestidae
9/15/2023,Hemileuca eglanterina,Western Sheep Moth,Lepidoptera,Saturniidae
9/15/2023,Dendroleon speciosus,,Neuroptera,Myrmeleontidae
9/15/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/15/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
9/16/2023,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
9/16/2023,Camponotus laevissimus,Hairy Smooth Carpenter Ant,Hymenoptera,Formicidae
9/16/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
9/16/2023,Nomophila nearctica,Lucerne Moth,Lepidoptera,Crambidae
9/16/2023,Monochamus obtusus,,Coleoptera,Cerambycidae
9/17/2023,Echinargus isola,Reakirt's Blue,Lepidoptera,Lycaenidae
9/17/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/17/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/17/2023,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
9/17/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/17/2023,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
9/17/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/17/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/17/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/17/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/17/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/17/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/17/2023,Oecanthus californicus,Western Tree Cricket,Orthoptera,Oecanthidae
9/17/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/18/2023,Hemileuca eglanterina,Western Sheep Moth,Lepidoptera,Saturniidae
9/18/2023,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
9/18/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
9/19/2023,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
9/20/2023,Vanessa virginiensis,American Lady,Lepidoptera,Nymphalidae
9/20/2023,Coenonympha california,Common Ringlet,Lepidoptera,Nymphalidae
9/20/2023,Phyciodes mylitta,Mylitta Crescent,Lepidoptera,Nymphalidae
9/21/2023,Junonia grisea,Gray Buckeye,Lepidoptera,Nymphalidae
9/22/2023,Echinargus isola,Reakirt's Blue,Lepidoptera,Lycaenidae
9/22/2023,Echinargus isola,Reakirt's Blue,Lepidoptera,Lycaenidae
9/22/2023,Echinargus isola,Reakirt's Blue,Lepidoptera,Lycaenidae
9/22/2023,Echinargus isola,Reakirt's Blue,Lepidoptera,Lycaenidae
9/22/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/23/2023,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
9/23/2023,Polystoechotes punctata,Giant Lacewing,Neuroptera,Ithonidae
9/23/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
9/23/2023,Echinargus isola,Reakirt's Blue,Lepidoptera,Lycaenidae
9/24/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
9/27/2023,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
9/28/2023,Pyrrharctia isabella,Isabella Tiger Moth,Lepidoptera,Erebidae
9/29/2023,Limenitis lorquini,Lorquin's Admiral,Lepidoptera,Nymphalidae
9/29/2023,Trimerotropis fontana,Fontana Grasshopper,Orthoptera,Acrididae
9/29/2023,Trimerotropis fontana,Fontana Grasshopper,Orthoptera,Acrididae
9/30/2023,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
10/1/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
10/2/2023,Phyciodes mylitta,Mylitta Crescent,Lepidoptera,Nymphalidae
10/2/2023,Dysstroma brunneata,,Lepidoptera,Geometridae
10/3/2023,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
10/3/2023,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
10/3/2023,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
10/3/2023,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
10/3/2023,Dolichovespula arenaria,Common Aerial Yellowjacket,Hymenoptera,Vespidae
10/3/2023,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
10/4/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
10/4/2023,Eleodes dentipes,Dentate Stink Beetle,Coleoptera,Tenebrionidae
10/5/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/5/2023,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
10/6/2023,Cydia latiferreana,Filbertworm Moth,Lepidoptera,Tortricidae
10/7/2023,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
10/7/2023,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
10/7/2023,Melanoplus sanguinipes,Migratory Grasshopper,Orthoptera,Acrididae
10/7/2023,Melanoplus sanguinipes,Migratory Grasshopper,Orthoptera,Acrididae
10/7/2023,Melanoplus sanguinipes,Migratory Grasshopper,Orthoptera,Acrididae
10/7/2023,Acrodectes philopagus,Alpine Shieldback,Orthoptera,Tettigoniidae
10/7/2023,Melanoplus sanguinipes,Migratory Grasshopper,Orthoptera,Acrididae
10/7/2023,Cratypedes lateritius,Nevada Red-winged Grasshopper,Orthoptera,Acrididae
10/7/2023,Acrodectes philopagus,Alpine Shieldback,Orthoptera,Tettigoniidae
10/7/2023,Acrodectes philopagus,Alpine Shieldback,Orthoptera,Tettigoniidae
10/7/2023,Acrodectes philopagus,Alpine Shieldback,Orthoptera,Tettigoniidae
10/7/2023,Acrodectes philopagus,Alpine Shieldback,Orthoptera,Tettigoniidae
10/7/2023,Chrysomela aeneicollis,Willow Leaf Beetle,Coleoptera,Chrysomelidae
10/7/2023,Eublemma minima,Everlasting Bud Moth,Lepidoptera,Erebidae
10/7/2023,Eublemma minima,Everlasting Bud Moth,Lepidoptera,Erebidae
10/7/2023,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
10/7/2023,Melanoplus sanguinipes,Migratory Grasshopper,Orthoptera,Acrididae
10/7/2023,Acrodectes philopagus,Alpine Shieldback,Orthoptera,Tettigoniidae
10/7/2023,Acrodectes philopagus,Alpine Shieldback,Orthoptera,Tettigoniidae
10/7/2023,Acrodectes philopagus,Alpine Shieldback,Orthoptera,Tettigoniidae
10/7/2023,Acrodectes philopagus,Alpine Shieldback,Orthoptera,Tettigoniidae
10/8/2023,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
10/8/2023,Microcentrum californicum,California Anglewing,Orthoptera,Tettigoniidae
10/8/2023,Trimerotropis verruculata,Crackling Forest Grasshopper,Orthoptera,Acrididae
10/8/2023,Vanessa annabella,West Coast Lady,Lepidoptera,Nymphalidae
10/8/2023,Eristalis stipator,Yellow-shouldered Drone Fly,Diptera,Syrphidae
10/9/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/9/2023,Buprestis adjecta,,Coleoptera,Buprestidae
10/10/2023,Antheraea polyphemus,Polyphemus Moth,Lepidoptera,Saturniidae
10/10/2023,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
10/11/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/13/2023,Vespula pensylvanica,Western Yellowjacket,Hymenoptera,Vespidae
10/13/2023,Junonia grisea,Gray Buckeye,Lepidoptera,Nymphalidae
10/13/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/14/2023,Oecanthus californicus,Western Tree Cricket,Orthoptera,Oecanthidae
10/14/2023,Oecanthus californicus,Western Tree Cricket,Orthoptera,Oecanthidae
10/14/2023,Phyciodes mylitta,Mylitta Crescent,Lepidoptera,Nymphalidae
10/14/2023,Argynnis mormonia,Mormon Fritillary,Lepidoptera,Nymphalidae
10/15/2023,Agabus,,Coleoptera,Dytiscidae
10/15/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/15/2023,Cicindela oregona,Western Tiger Beetle,Coleoptera,Carabidae
10/15/2023,Urocerus californicus,California Horntail,Hymenoptera,Siricidae
10/15/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/17/2023,Junonia grisea,Gray Buckeye,Lepidoptera,Nymphalidae
10/18/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/20/2023,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
10/21/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/22/2023,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
10/22/2023,Pyrrharctia isabella,Isabella Tiger Moth,Lepidoptera,Erebidae
10/22/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
10/22/2023,Sympetrum corruptum,Variegated Meadowhawk,Odonata,Libellulidae
10/28/2023,Pyrrharctia isabella,Isabella Tiger Moth,Lepidoptera,Erebidae
10/31/2023,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
10/31/2023,Anabrus simplex,Mormon Cricket,Orthoptera,Tettigoniidae
11/1/2023,Dolichovespula maculata,Bald-faced Hornet,Hymenoptera,Vespidae
11/1/2023,Dolichovespula arenaria,Common Aerial Yellowjacket,Hymenoptera,Vespidae
11/3/2023,Pyrrharctia isabella,Isabella Tiger Moth,Lepidoptera,Erebidae
11/3/2023,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
11/5/2023,Polistes aurifer,Golden Paper Wasp,Hymenoptera,Vespidae
11/5/2023,Polistes aurifer,Golden Paper Wasp,Hymenoptera,Vespidae
11/5/2023,Polistes aurifer,Golden Paper Wasp,Hymenoptera,Vespidae
11/5/2023,Camponotus modoc,Western Black Carpenter Ant,Hymenoptera,Formicidae
11/10/2023,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
11/10/2023,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
11/11/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
11/13/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
11/13/2023,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
11/13/2023,Phyciodes mylitta,Mylitta Crescent,Lepidoptera,Nymphalidae
11/21/2023,Trimerotropis fontana,Fontana Grasshopper,Orthoptera,Acrididae
11/27/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
11/27/2023,Dolichovespula maculata,Bald-faced Hornet,Hymenoptera,Vespidae
12/11/2023,Adelpha californica,California Sister,Lepidoptera,Nymphalidae
12/15/2023,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
2/25/2024,Nymphalis antiopa,Mourning Cloak,Lepidoptera,Nymphalidae
2/25/2024,Nymphalis californica,California Tortoiseshell,Lepidoptera,Nymphalidae
3/8/2024,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
3/17/2024,Liometopum occidentale,Western Velvety Tree Ant,Hymenoptera,Formicidae
3/18/2024,Nymphalis antiopa,Mourning Cloak,Lepidoptera,Nymphalidae
3/19/2024,Boisea rubrolineata,Western Boxelder Bug,Hemiptera,Rhopalidae
3/19/2024,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
3/19/2024,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
3/19/2024,Semanotus amplus,,Coleoptera,Cerambycidae
3/19/2024,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
3/19/2024,Nymphalis antiopa,Mourning Cloak,Lepidoptera,Nymphalidae
3/20/2024,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
3/22/2024,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
3/25/2024,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
3/26/2024,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae
4/1/2024,Polygonia gracilis,Hoary Comma,Lepidoptera,Nymphalidae
4/2/2024,Aquarius remigis,North American Common Water Strider,Hemiptera,Gerridae
4/3/2024,Nymphalis antiopa,Mourning Cloak,Lepidoptera,Nymphalidae
4/3/2024,Liometopum occidentale,Western Velvety Tree Ant,Hymenoptera,Formicidae
4/3/2024,Liometopum occidentale,Western Velvety Tree Ant,Hymenoptera,Formicidae
4/18/2024,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
4/20/2024,Largus californicus,California Bordered Plant Bug,Hemiptera,Largidae
4/20/2024,Largus californicus,California Bordered Plant Bug,Hemiptera,Largidae
4/20/2024,Dictyoptera simplicipes,Red Net-winged Beetle,Coleoptera,Lycidae
4/21/2024,Hyles lineata,White-lined Sphinx,Lepidoptera,Sphingidae
4/22/2024,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
4/22/2024,Erynnis propertius,Propertius Duskywing,Lepidoptera,Hesperiidae
4/27/2024,Bombus vosnesenskii,Yellow-faced Bumble Bee,Hymenoptera,Apidae
4/27/2024,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
4/27/2024,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
4/27/2024,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
4/28/2024,Zenophleps lignicolorata,,Lepidoptera,Geometridae
4/28/2024,Polistes aurifer,Golden Paper Wasp,Hymenoptera,Vespidae
4/28/2024,Callophrys augustinus,Brown Elfin,Lepidoptera,Lycaenidae
4/30/2024,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
4/30/2024,Papilio zelicaon,Anise Swallowtail,Lepidoptera,Papilionidae
5/2/2024,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
5/6/2024,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
5/7/2024,Celastrina echo,Echo Azure,Lepidoptera,Lycaenidae
5/10/2024,Hippodamia convergens,Convergent Lady Beetle,Coleoptera,Coccinellidae
